,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
6493,6073013605,5622,San Diego,10.3,73.7,16,14.2,75.8,2.6,0.5,3.8,3.1,91941,La Mesa,10.77,No,0.046,11.21,7.401,363.02,1.42,135.6646795,759.65,0,0,0,0,0,28.79,3.55,28.73,5.98,4.79,4.3,2.2,18.7,6.9,13,29.29,3.04
6494,6073009502,3659,San Diego,11.8,72.2,16,13,62.8,4.5,0.3,14.3,5.1,92124,San Diego,10.77,No,0.044,9.53630303,13.589,228.07,0,125.2634784,1352.35,12,21.75,0.125,0,0,36.81,4.53,28.68,3.77,5.29,3.9,2.8,15.5,6.4,18.7,22.9,2.38
6495,6073016612,6143,San Diego,10.9,79.7,9.4,13.9,76.9,1.3,0.8,3.3,3.8,92071,Santee,10.76,No,0.044,10.37,7.077,350,0,74.06783142,395.27,0,2.5,0.21,7,1.5,30.86,3.8,38.77,4.03,7.97,2.9,2.7,14.4,3.9,13.2,27.28,2.83
6496,6081605000,7603,San Mateo,12.7,66.2,21.1,8.3,52.7,0.7,0,35,3.2,94010,Burlingame,10.74,No,0.03,9.1171234,16.998,651.21,0,126.3655481,806.92,4.5,22.55,0.2,9,0,41.02,5.05,22.41,3.39,3.75,6.5,10.5,19.2,4,15.5,20.49,2.13
6497,6073017702,2777,San Diego,9.6,80.2,10.2,11.2,83.9,0.1,0.3,1.9,2.7,92024,Encinitas,10.73,No,0.042,10.37,8.039,228.48,37.61,42.91141606,565.89,0,13.5,0,4,0,31.28,3.85,18.52,4.08,5.02,3.5,2.3,22.6,9.5,25.1,26.86,2.79
6498,6073008364,4992,San Diego,6,86.8,7.2,11.5,54.4,1.4,0.2,28.2,4.3,92122,San Diego,10.73,No,0.042,9.53630303,19.59,228.07,0,101.3909164,2559.39,1,0,0.25,2,0,33.82,4.17,14.33,3.34,4.11,0.7,11.8,31.7,3.7,33.3,24.84,2.58
6499,6041109001,3853,Marin,11,76.2,12.8,31.1,58.7,2,0.2,4.6,3.5,94901,San Rafael,10.73,No,0.03,7.02122524,11.739,215.14,0,328.7346772,1765.67,7.2,26.5,0,1,0.3,29.63,3.65,31.68,4.03,5.19,7.2,9.8,23.2,2.6,17.2,28.34,2.94
6500,6087122100,3267,Santa Cruz,9.8,77.4,12.8,14.8,77.7,0.7,0.7,2.7,3.4,95003,Aptos,10.73,No,0.035,7.85958451,7.226,367.49,0.02,28.44994952,971.46,0,10,0.01,2,0,23.31,2.87,24.91,7.08,4.56,5.5,2.5,21,8.4,19.3,36.02,3.74
6501,6067007104,7689,Sacramento,19.7,76.6,3.7,18.5,36.4,13.3,0.4,25.5,6,95835,Sacramento,10.72,No,0.048,8.69794377,10.28,80.01,0,169.6954986,314.45,0,0,0,0,0,16.54,2.04,52.62,5.53,10.18,3.6,4.1,24.9,11.1,13.1,50.75,5.26
6502,6073016809,5486,San Diego,14,75.4,10.6,19.5,71.8,1.8,0.9,2.8,3.1,92021,El Cajon,10.69,No,0.048,11.21,7.041,345.95,0,96.1770885,1028.38,0,0,0,1,0,27.34,3.37,54.39,3.28,7.12,11.6,0,19.3,7.7,9.5,30.62,3.18
6503,6089012601,5195,Shasta,8.2,74.4,17.4,5.8,85.9,0.9,3.3,0.7,3.4,96065,Montgomery Creek,10.69,No,0.044,5.08080099,0.366,518.82,0.3,3.815184788,104.92,0,3,0,8,7,25.04,3.08,21.71,5.29,6.53,9.7,0.4,33.4,10,11.8,33.41,3.47
6504,6087122201,6269,Santa Cruz,10.7,72.2,17.1,12.7,81.4,0.4,0.4,2.4,2.7,95003,Aptos,10.68,No,0.035,7.44040487,3.437,449.45,150.61,29.4869176,603.7,0,0,0,2,3,27.01,3.33,24.91,5.13,4.56,4.6,3.9,21.8,7.6,21,30.94,3.21
6505,6073017043,5535,San Diego,16.4,78.2,5.4,9.7,48,3.2,0.2,33.4,5.5,92131,San Diego,10.67,No,0.044,9.53630303,16.72,228.07,0,58.79881795,2778.76,2.5,0,0.075,6,0,34.12,4.2,15.33,6.35,4.81,3.6,7.5,9.7,2.7,10.1,24.49,2.54
6506,6001430101,6523,Alameda,13,77.2,9.8,8,36.6,4.1,0.1,47,4.3,94552,Castro Valley,10.67,No,0.035,8.27876414,11.208,88.64,0,353.6842643,1503.18,0,19.5,0,1,2,28.7,3.53,23.11,4.23,7.92,4.2,7,14.7,8.8,9.4,29.11,3.02
6507,6075035201,5300,San Francisco,8.1,77.2,14.7,5.5,32.8,2.6,0.2,54.7,4.2,94122,San Francisco,10.67,No,0.03,7.85958451,36.838,171.2,0,185.0996138,411.9,5,0,0,0,0,20.68,2.55,19.41,6.25,4.53,11.2,12.9,22.5,6.7,23.6,40.38,4.19
6508,6037430600,4505,Los Angeles,9.4,71.2,19.4,9.9,38.7,0.9,0.1,47.9,2.4,91006,Arcadia,10.66,No,0.051,9.95548266,13.16,943.78,0,3511.677419,2029.44,0.6,2,0.15,0,4,49.22,6.06,15.11,2.98,5.12,6.2,13.2,13.6,3.7,10.3,16.96,1.76
6509,6075013500,2556,San Francisco,6.3,79.7,14,6.4,73.7,2.5,0.1,14.1,3.2,94115,San Francisco,10.66,No,0.03,8.69794377,67.68,171.2,0,226.8496885,672.03,1.2,7.5,0.17,10,0,35.99,4.43,45.91,4.14,4.67,4.3,6,10.9,3.8,9.2,23.19,2.4
6510,6037574100,5098,Los Angeles,12.3,74.4,13.3,18.2,68.3,1.9,0.2,7.3,4.1,90808,Long Beach,10.66,No,0.042,11.21,18.189,220.01,0.64,6407.553862,446.27,9.4,9.3,0.095,9,0,45.03,5.55,25.77,2.92,6.8,5.6,0,12.5,7.9,10.5,18.53,1.92
6511,6065043267,6705,Riverside,12.8,69.9,17.3,15.2,72.3,2.5,0.4,6.4,3.2,92591,Temecula,10.65,No,0.057,5.76368635,7.81,887.92,2.44,110.8230088,317.16,7.2,0,0,4,0,34.42,4.24,24.54,2.27,9.25,4.5,1.4,12.8,8.1,12.5,24.23,2.51
6512,6037920119,1896,Los Angeles,17.4,78.5,4.1,21.7,54.2,4.7,0.2,15,4.3,91384,Castaic,10.65,No,0.06,9.1171234,7.85,557.62,0,226.4360833,310.91,0,0.75,0.05,0,0,25.79,3.18,16.52,8.9,6.51,6.3,2.6,9.4,9.2,3.2,32.33,3.35
6513,6079012502,4985,San Luis Obispo,14,78.5,7.5,18.6,74.8,1,0.7,1.7,3.2,93422,Atascadero,10.63,No,0.042,8.24397427,4.237,217.02,2.29,0.836703149,439.8,0,0,0,4,5,22.85,2.81,39.64,4.53,6.37,8,1.5,32.7,9.6,15.6,36.44,3.78
6514,6037271500,2937,Los Angeles,11.6,68.7,19.7,11.2,67.1,1.8,0.2,15.4,4.3,90066,Los Angeles,10.62,No,0.046,12.05,29.39,588.45,0,1565.894452,1276.77,0.4,1.5,0,0,0.6,42.84,5.28,29.63,2.44,5.85,5.3,5.5,14.9,5.3,11.4,19.4,2.01
6515,6075026002,3544,San Francisco,8.4,68.2,23.4,33.5,26.2,3.8,0.2,34,2.3,94112,San Francisco,10.61,No,0.03,8.69794377,48.53,171.2,0,191.675666,397.2,0,2,0,0,0,20.21,2.49,39.46,4.73,5.16,19.6,12.1,26.3,6.1,19.7,41.09,4.26
6516,6001451703,3859,Alameda,13.6,75.5,10.9,14.1,69.4,1.7,0.2,10.9,3.7,94550,Livermore,10.6,No,0.04,8.69794377,20.035,418.27,8.11,147.9382682,397.3,0.7,0,0,2,0,28.35,3.49,30.79,4.25,9,5.1,2.9,7.6,7.7,8.2,29.27,3.04
6517,6073017813,4106,San Diego,12.2,65.4,22.4,7.9,82.9,0.6,0.3,5.6,2.7,92011,Carlsbad,10.58,No,0.042,9.95548266,12.082,307.67,3907.69,81.88459825,2020.35,8,22.5,2.2,4,1,53.88,6.64,18.54,3.03,5.6,1.9,2,17.5,4.8,16.8,15.37,1.59
6518,6061022800,4320,Placer,20.2,74.3,5.5,13.5,64.3,1.4,0.3,16.6,3.9,95678,Roseville,10.55,No,0.053,7.85958451,15.11,83.69,0,31.97830981,1274.51,0.5,1.5,0,0,0,23.79,2.93,47.56,4.75,8.98,2.2,3.2,12.2,5.1,12.3,34.73,3.6
6519,6065044929,3908,Riverside,5.9,53.4,40.7,16.2,75.8,1.6,0.3,4.7,1.4,92260,Palm Desert,10.55,No,0.065,7.02122524,9.522,558.52,0,0.075622341,459.2,0,0,0,0,0,21.35,2.63,30.8,8.4,5.71,2.7,0.7,30.3,7.1,19.8,38.67,4.01
6520,6017030810,3437,El Dorado,14.3,72.2,13.5,15.2,77.8,0.6,0.9,2.2,3.3,95682,Shingle Springs,10.55,No,0.055,8.69794377,2.261,145.87,0.03,13.8826632,390.16,4.5,3,0,0,1,22.48,2.77,29.36,3.21,7.22,12.7,3.3,38.7,16.5,12.1,36.72,3.81
6521,6071000816,3906,San Bernardino,8,70.8,21.2,25,62.3,4.2,0.2,6,2.3,91784,Upland,10.55,No,0.062,12.89,16.62,332.97,0,2943.226505,1184.86,4,0,0.01,0,0,43.15,5.31,31.39,2.14,7.66,4,4,9.6,3.4,8.7,19.13,1.98
6522,6037300702,5604,Los Angeles,9.9,68.8,21.3,6.5,79.7,0.7,0,10.6,2.5,91207,Glendale,10.54,No,0.053,11.63,16.647,904.35,0,1623.184614,641.95,0,0,0.01,3,2,44.83,5.52,16.84,1.71,5.3,4.5,8.4,13.3,7.9,13.3,18.41,1.91
6523,6059075808,3404,Orange,10.6,71.4,18,23.6,67.4,0.9,0.3,5.2,2.7,92869,Orange,10.54,No,0.048,10.37,11.546,632.94,0,43791.99699,4746.97,4.5,1,0,0,5.2,47.91,5.9,20.68,3.68,4.52,6.5,0,19.8,8.4,11,17.23,1.79
6524,6073008354,5972,San Diego,15.7,78.3,6,10.1,33.9,3.8,0.1,47.1,4.9,92129,San Diego,10.54,No,0.044,9.53630303,10.32,228.07,0,55.1582935,2841.35,3.6,0,0.075,6,0,32.42,3.99,15.41,5.26,3.22,8.4,5.1,20.4,6.8,12,25.46,2.64
6525,6087122400,7167,Santa Cruz,9.6,75.5,14.9,21.3,73.2,0.6,0.3,2.3,2.3,95076,Watsonville,10.53,No,0.038,7.44040487,1.614,690.63,2789.46,24.81605062,452.73,0.7,8,0,10,5.5,38.59,4.75,29.22,3.49,3.7,6.9,1.6,19.1,9.2,13.8,21.37,2.22
6526,6081606800,3234,San Mateo,12.6,69,18.4,7,58.1,0.7,0,29.8,4.4,94402,San Mateo,10.53,No,0.033,9.53630303,10.336,509.94,5.97,164.7939562,704.73,0,0,0.6,2,0,33.29,4.1,39.17,4.17,4.31,4.5,7.7,6,7.4,10.9,24.76,2.57
6527,6075012700,3492,San Francisco,8.8,79.1,12.1,5.4,81.3,0.4,0.1,9.7,3.1,94123,San Francisco,10.53,No,0.03,8.69794377,73.97,224.12,0,240.843412,632.84,14.3,16.65,0.025,11,0,39.24,4.83,13.45,4.86,4.21,1.4,2.7,8.1,6,22.2,21.01,2.18
6528,6059052506,2490,Orange,9.1,75,15.9,8.6,62.9,1.6,0,23.6,3.3,92604,Irvine,10.53,No,0.048,9.53630303,28.649,376.93,731.79,10307.19834,357.96,0,0,0.025,6,0,45.5,5.6,18.86,4.21,4.15,4.4,3.4,12.9,8.6,9.1,18.11,1.88
6529,6059021824,2678,Orange,9.5,82.2,8.3,12.1,71.4,0.9,0.3,13.2,2.1,92886,Yorba Linda,10.52,No,0.051,12.05,13.344,370.32,0,8403.2294,311.11,0,0,0,0,0,31.78,3.91,21.1,6.17,6.55,3.8,2.4,5.6,6.3,6.2,25.91,2.69
6530,6067004008,3596,Sacramento,10.3,77,12.7,17.8,40.4,8.8,0.2,27.3,5.6,95831,Sacramento,10.51,No,0.048,8.69794377,7.124,80.01,6.81,47.99041306,176.11,0,0,0,10,0,24.34,3,49.96,4.64,7.33,4,4.3,22.8,4.9,10.3,33.82,3.51
6531,6073001000,4733,San Diego,7.2,86.8,6,26,56.7,7.1,0.3,5.7,4.3,92116,San Diego,10.51,No,0.04,10.37,25.263,228.07,0,189.0357013,499.93,0,20,0.085,7,0,34.78,4.28,38.28,3.76,5.43,5.3,1.3,24.6,7.2,10,23.65,2.45
6532,6081613502,5975,San Mateo,12.4,77,10.6,14.8,77.1,0.7,0.3,3.4,3.5,94019,Half Moon Bay,10.51,No,0.03,9.1171234,3.107,694.43,1332.89,100.2111607,247.8,0,13,0.01,1,0,29.64,3.65,38.14,4.39,4.19,7.1,1.7,17.5,6.8,19.1,27.75,2.88
6533,6111007300,1930,Ventura,9.4,75,15.6,9.8,82.1,1,0.2,4.2,2.7,91320,Newbury Park,10.5,No,0.048,9.53630303,0.423,532.74,0.69,151.6747378,255.44,0,0,0,16,0,28.87,3.56,8.3,9.09,3.19,3.3,0.8,14.5,12.5,10.1,28.47,2.95
6534,6085503322,4173,Santa Clara,13.1,75.7,11.2,38.6,15.2,5.5,0.3,39.1,1.3,95148,San Jose,10.49,No,0.038,10.37,15.602,558.9,0,168.4965946,309.43,0,0,0,0,0,21.93,2.7,29.34,4.48,6.24,22.1,7.7,22.1,8.9,14.6,37.45,3.88
6535,6111007202,4313,Ventura,9.3,71.3,19.4,8.8,80.5,0.8,0.2,6.8,2.9,91362,Thousand Oaks,10.49,No,0.05,9.53630303,9.296,33.68,0,77.3662726,801.28,0,2,0.5,11,0,32.23,3.97,28.28,5.16,7.19,1.8,1.4,5,6.5,11.2,25.48,2.64
6536,6059099511,3182,Orange,6.6,81.4,12,10.3,81.4,0.4,0.2,4.9,2.7,90740,Seal Beach,10.48,No,0.042,11.21,6.244,186.62,0,9285.131038,795.02,11.5,9.8,0.035,13,0,41.47,5.11,26.43,2.89,7.98,0.9,0.6,14.3,4,16.9,19.78,2.05
6537,6037480201,3907,Los Angeles,12.5,69.9,17.6,24.2,38.9,1.1,0.2,32.9,2.7,91775,San Gabriel,10.47,No,0.051,11.21,16.631,804.71,0,4348.8454,604.18,18,31.45,0.025,0,0.2,50.31,6.2,17.19,3.72,3.75,7.3,5.6,13.5,7.2,5,16.29,1.69
6538,6037480500,5485,Los Angeles,11.2,76,12.8,15.9,54.2,1.7,0.1,24.3,3.9,91030,South Pasadena,10.46,No,0.051,11.21,21,779.85,0,4101.02163,687.51,3.1,31.75,0.01,0,0,47.8,5.89,14.46,0.75,5.02,4.6,4.8,11.6,9.7,13.7,17.13,1.78
6539,6041104101,7819,Marin,13.8,70.3,15.9,19,68.5,1.7,0.1,6.8,4,94947,Novato,10.45,No,0.033,7.02122524,6.428,245.56,0,402.653062,771.79,9.95,35.3,0.145,1,0,30.08,3.71,30.4,4,3.58,7.1,8.1,24.1,6.8,15.9,27.2,2.82
6540,6059062641,4249,Orange,11.9,61.2,26.9,35,51.1,1.1,0.1,10,2.7,92637,Laguna Woods,10.45,No,0.048,8.69794377,18.39,228.64,0,2902.20556,503.22,0,0,0.075,5,2,35.23,4.34,20.19,2.29,4.67,9.5,3.6,16.9,9.3,20.7,23.22,2.41
6541,6067009637,6003,Sacramento,19.5,75.1,5.4,15.5,21.8,15.5,0,40.9,6.1,95757,Elk Grove,10.43,No,0.046,8.69794377,10.73,254.27,0.02,27.31943049,261.7,0,0,0,0,0,16.69,2.06,48.03,5.05,9.85,7.3,8.3,22.1,7.6,16.2,48.94,5.07
6542,6083002913,3596,Santa Barbara,9.1,61.4,29.5,14.1,77.3,0.7,0.2,5.5,2.2,93111,Santa Barbara,10.43,No,0.04,4.50614746,9.163,143.29,4.49,0.008660432,790.83,3.5,22,0.09,3,0.7,30,3.69,30.3,6.1,3.92,5.6,1.3,20.1,4.9,12.4,27.22,2.82
6543,6081603000,4143,San Mateo,9.4,80.6,10,17.4,65.1,1.7,0.5,9.9,5.3,94044,Pacifica,10.43,No,0.03,8.69794377,9.144,172.92,0,69.20173029,417.86,3.5,15,0,0,0.1,18.18,2.24,49.74,5.05,7.87,8.7,4.2,19.3,8.5,17.9,44.9,4.66
6544,6037194102,3458,Los Angeles,8.8,74.6,16.6,5.1,82.1,3.2,0.1,6.6,3,90046,Los Angeles,10.43,No,0.051,12.05,21.644,616.26,0,1555.680194,1150.01,0.4,0,0,6,0,44.73,5.51,20.72,1.56,6.78,0.3,0.6,19.1,7.8,16.9,18.25,1.89
6545,6023000600,4866,Humboldt,11.2,73.5,15.3,9.7,78.6,1.1,2.5,3.6,4.4,95501,Eureka,10.42,No,0.026,6.18286598,5.784,29.59,0,16.46210966,930.06,0.25,11.4,0.01,2,0,15.73,1.94,97.75,3.47,9.58,8.1,2.8,43,7.2,23.9,51.84,5.38
6546,6085507205,4475,Santa Clara,10.6,67.5,21.9,6.6,77.5,0.4,0.1,11.6,3.9,95032,Los Gatos,10.42,No,0.038,10.37,16.519,475.22,18.39,120.6677488,1351.2,2.95,2.8,0.25,2,0,42.28,5.21,14.22,5.5,3.51,0.4,3.9,9.3,4.8,13.7,19.29,2
6547,6023010502,5281,Humboldt,11.7,74.5,13.8,6.2,84.5,0.4,3.5,1.6,3.7,95519,McKinleyville,10.41,No,0.026,6.18286598,1.781,165.45,3.9,4.727326025,166.45,0,6.6,0,4,9.2,19.78,2.44,71.65,2.96,7.6,9.2,0,32.8,13,13.6,41.23,4.28
6548,6073019203,2866,San Diego,12.6,72.5,14.9,29.2,61.4,2.1,0.4,3.6,3.2,92084,Vista,10.4,No,0.044,9.1171234,11.354,206.16,4207.01,37.31710561,543.68,0,5,0,7,0,32.57,4.01,36.15,3.7,6.53,8.8,2.7,26.7,4.7,4,25,2.59
6549,6067007102,7195,Sacramento,14,67.6,18.4,15.1,41.6,10.7,0.3,27.2,5,95835,Sacramento,10.4,No,0.048,8.69794377,10.28,189.06,0.51,162.0302537,888.5,0,0,0,0,0,24.98,3.08,48.25,3.69,9.32,5.5,1.5,12.9,6.3,12.7,32.6,3.38
6550,6071010402,8442,San Bernardino,19.7,80.1,0.2,22,63.3,6.4,1.1,3.4,3.6,92278,Twentynine Palms,10.4,No,0.062,5.96538263,1.252,646.84,0,8.294446877,22.41,0,42,0,0,1,25.34,3.12,21.9,4.56,7.58,0.8,0,50.1,11.5,11.9,32.13,3.33
6551,6037701304,6374,Los Angeles,9.2,70.4,20.4,5.9,81.8,1.3,0.1,7.3,3.7,90402,Santa Monica,10.4,No,0.046,11.63,20.339,414.06,0,831.957973,813.54,0,0,0.01,7,0,38.1,4.69,9.8,3.86,3.97,2.6,7.9,16.1,7.6,18.9,21.36,2.21
6552,6081613600,6018,San Mateo,11.4,76.7,11.9,20.5,70.9,0.6,0.2,4.4,3.4,94038,Moss Beach,10.39,No,0.03,8.69794377,2.093,707.6,544.24,78.43125399,134.52,6,5,0.2,2,0,34.1,4.2,35.43,4.69,4.52,8.6,3.1,11.2,2.8,13.1,23.87,2.48
6553,6111000901,2541,Ventura,8.1,65.3,26.6,9.6,86.4,0.4,0.2,1.6,1.8,93023,Ojai,10.39,No,0.053,9.1171234,1.104,335.32,14.45,16.79503512,348.93,2.4,0,0,2,2,29.58,3.64,37.86,2.17,8.14,6.8,0,14.2,8.8,14.1,27.49,2.85
6554,6059052522,4123,Orange,12.2,80.5,7.3,8.2,38.2,2,0.1,46.7,4.8,92614,Irvine,10.38,No,0.046,9.53630303,18.484,376.93,0,21723.63817,400.51,0,0,0.16,8,0,38.23,4.71,19.37,4.23,5.53,3.1,10.2,19,1.9,12,21.25,2.2
6555,6015000101,3939,Del Norte,15.1,73.3,11.6,11.7,68.5,0.9,6.3,8.9,3.8,95531,Crescent City,10.38,No,0.035,3.6677882,1.104,123.36,0,0,574.47,0,25.5,0,0,1.2,13.99,1.72,66.46,0,16.03,9.7,1.4,65.7,15.2,22.3,58.07,6.02
6556,6057000300,2353,Nevada,7.4,70.8,21.8,4.9,89.6,0.5,0.9,0.9,3.2,95949,Grass Valley,10.37,No,0.055,5.76368635,1.89,390.43,0,0.11060312,216.26,8.9,5.5,0.11,1,18,30.26,3.73,31.64,2.6,7.08,6.7,0,29,9.9,12.5,26.82,2.78
6557,6075032901,5021,San Francisco,8.2,74.2,17.6,5,29,0.9,0.3,62.5,2.5,94116,San Francisco,10.37,No,0.03,7.85958451,39.64,171.2,0,192.7355482,994.01,0,0,0,0,0,22.26,2.74,25.91,4.36,5.94,11.7,15.6,18.9,7,21.5,36.46,3.78
6558,6081608100,3523,San Mateo,15.2,71.1,13.7,7.3,39.8,1.9,0,45.9,5.1,94404,San Mateo,10.35,No,0.033,8.69794377,11.98,92.92,0,216.1075134,309.4,3.5,0,0.075,9,0.2,23.21,2.86,22.07,7.69,5.49,5.9,7.4,7,10.4,8.8,34.9,3.62
6559,6085502702,8042,Santa Clara,13.7,73.5,12.8,13.8,60.6,1.9,0.3,18.7,4.7,95124,San Jose,10.33,No,0.038,10.37,22.14,479.23,0,95.37899586,1498.18,8.95,24.05,0.16,1,0,42.26,5.21,20.03,3.3,4.61,5.6,3.8,17.2,7.1,15.9,19.14,1.98
6560,6059032053,7976,Orange,13.4,80.6,6,17.1,67.4,2.1,0.2,9.2,4,92688,Rancho Santa Margarita,10.32,No,0.05,8.69794377,5.562,204.13,0,2439.633846,554.32,0.9,10,0.5,4,0,34.8,4.29,16.28,4.72,5.16,4.4,4.2,13.9,6.5,16.2,23.21,2.41
6561,6073013417,2087,San Diego,9.6,81.5,8.9,43.9,28.2,6.1,0.2,17.6,3.9,91913,Chula Vista,10.32,No,0.04,12.47,15.236,299.45,0,317.4192349,372.29,0,0,0,1,0.1,24.9,3.07,14.56,5.3,2.96,9.2,10,6.2,19.2,12.9,32.44,3.36
6562,6075047901,6400,San Francisco,7.5,75.5,17,5.9,42.1,2.3,0.2,45.7,3.9,94121,San Francisco,10.32,No,0.03,7.85958451,31.656,171.2,0,228.0171974,297.77,3.5,0,0.05,10,0,26.6,3.28,20.78,5.01,4.84,9.1,8.2,25,4.5,17.6,30.37,3.15
6563,6073007501,4040,San Diego,5.4,90.7,3.9,12.7,79.5,1.7,0.5,2,3.7,92107,San Diego,10.3,No,0.04,10.79,13.8,228.07,0,201.5913495,606.49,3.25,1.5,0,3,0.2,27.39,3.37,36.11,2.52,5.77,3.7,0,39.4,8.7,24.5,29.44,3.05
6564,6085508003,2222,Santa Clara,14.5,75.8,9.7,7.2,32.8,1.5,0.3,54.1,4.1,95014,Cupertino,10.28,No,0.035,10.37,17.627,553.13,0,264.7062002,428.95,21.45,0.75,0.15,2,0,34.86,4.29,11.03,1.64,5.5,5.8,16.1,12.5,7.4,18.7,23.09,2.39
6565,6063000400,2785,Plumas,9.2,70.9,19.9,9,78.8,0.1,7.4,0.6,4,95934,Crescent Mills,10.27,No,0.051,6.00238142,0.274,471.37,0.26,0.262996229,121.05,6,6,0.1,6,16,33.98,4.19,25.12,1.83,5.82,9,0,42.4,8.8,13,23.67,2.45
6566,6037573800,4284,Los Angeles,12.6,75.5,11.9,20.6,65.8,2.3,0.3,7,3.9,90808,Long Beach,10.27,No,0.044,11.21,12.89,220.01,0.06,5778.136015,385.67,4,6,0,9,0,37.47,4.61,30.62,2.88,8.08,4,1.7,12.9,7.1,6.6,21.45,2.22
6567,6037920109,4493,Los Angeles,14,72.1,13.9,14.8,65,3.8,0.3,12.8,3.2,91354,Valencia,10.26,No,0.065,9.53630303,24.61,663.03,0,60.58001972,488.87,0,0,0,0,0,32.29,3.98,19.92,3.62,8.27,3,6.3,14.5,3.4,16.2,24.88,2.58
6568,6019006404,4909,Fresno,11.1,74.5,14.4,10.1,83.4,0.7,1.6,1.3,3,93657,Sanger,10.25,No,0.065,9.95548266,0.451,521.43,6.34,73.20898476,118.25,0,0.75,0.1,3,2.5,36.11,4.45,21.06,4.44,4.01,8.6,0,29.7,9.6,7.4,22.22,2.3
6569,6029003810,2578,Kern,9.9,80.7,9.4,14.1,75.2,2.4,0.8,4.4,3.2,93312,Bakersfield,10.24,No,0.062,18.76,20.67,933.7,0,560.1096853,404.49,1,0,0.05,0,2,46.78,5.76,25.32,2.83,7.87,4.9,0,7.7,6.7,2.7,17.14,1.78
6570,6041119201,3288,Marin,7.2,62.9,29.9,11.1,75.9,2.6,0.3,6.1,4.1,94904,Greenbrae,10.23,No,0.03,7.44040487,12.56,215.14,0,310.5858218,1038.69,1.75,0.75,0.025,11,1.4,29.06,3.58,22.69,4.84,4.42,5.9,7.8,14.4,3.5,23.1,27.57,2.86
6571,6113011002,3093,Yolo,9.7,67.1,23.2,19.9,74.5,0.5,0.7,2.5,1.9,95695,Woodland,10.22,No,0.046,7.02122524,5.359,302.34,0,47.71111636,429.96,4.8,7.65,0.01,0,0.5,22.17,2.73,56.23,3.39,8.77,7.3,0.5,16.7,9.1,13.7,36.09,3.74
6572,6113010704,2267,Yolo,8.3,76.6,15.1,9,67.2,5,0.2,14.2,4.5,95616,Davis,10.2,No,0.044,7.85958451,7.194,848.53,0.33,47.61669179,313.73,0,0.3,0.4,0,0,27.17,3.35,23.36,1.96,6.7,3.5,4.9,46.6,7.9,19.8,29.38,3.05
6573,6061020715,3059,Placer,10.9,76.3,12.8,14.5,76.7,1.1,0.9,3,3.7,95661,Roseville,10.19,No,0.053,7.85958451,7.513,244.01,0,30.6790499,640.74,0,3.25,0,0,0,20.28,2.5,47.07,4.83,9.66,4.8,1.4,21.9,5.7,14.2,39.36,4.08
6574,6079011503,3624,San Luis Obispo,11.3,78.2,10.5,8.9,83.2,0.8,0.1,4.2,2.7,93401,San Luis Obispo,10.19,No,0.035,7.62413614,3.144,670.48,157.81,10.70726768,406.05,21.5,27.5,0.4,7,2,45.52,5.61,30.83,1.2,5.55,3.5,0,21.6,5.2,16.5,17.52,1.82
6575,6067008210,5472,Sacramento,8.4,65.9,25.7,6.4,83.8,1.3,0.3,5,3.2,95630,Folsom,10.19,No,0.055,8.27876414,5.112,168.42,0,21.45121563,660.91,1.5,2.5,0.1,1,0,23.73,2.92,24.66,5.31,7.54,5.7,1.5,16.2,9.6,14.1,33.6,3.48
6576,6097151203,5130,Sonoma,11.8,80.1,8.1,18.5,72.5,1.3,0.5,3.6,3.6,94931,Cotati,10.16,No,0.03,6.18286598,15.74,454.89,0.16,193.2872681,416.82,0,0,0,6,1,24.74,3.05,39.86,4.16,5.9,6.5,1.6,27.4,9.2,15.6,32.16,3.33
6577,6037135203,7055,Los Angeles,10.6,73,16.4,12,70.3,2,0.1,12,3.7,91307,West Hills,10.16,No,0.055,10.37,3.192,571.28,0,333.0493506,546.04,0,3,0,1,0,29.08,3.58,35.6,4.08,6.79,4.9,4.6,20.3,5.3,10.9,27.35,2.84
6578,6067004009,5129,Sacramento,11,77.8,11.2,16.1,31.9,15.3,0.4,30.8,5.5,95831,Sacramento,10.15,No,0.048,8.69794377,11.098,80.01,0,48.73598639,263.65,0,0,0,10,0,20.76,2.56,49.96,4.66,7.33,7.2,8.6,14.4,7.2,11.7,38.26,3.97
6579,6097152502,3603,Sonoma,10.9,71.1,18,15.7,74.2,1.8,1,3.7,3.6,95409,Santa Rosa,10.15,No,0.03,6.18286598,9.852,278.73,2.38,63.28198121,400.26,0,3.05,0,4,0,20.08,2.47,39.92,5.61,7.33,6.5,3.5,28.1,5.4,14.4,39.56,4.1
