,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
1,6019001100,3174,Fresno,18.8,73.6,7.6,65.3,4.2,24.6,0.5,3.5,1.8,93706,Fresno,94.09,Yes,0.065,15.4,48.524,681.2,2.75,18551.95719,909.14,80.5,45.75,0.795,0,21.75,79.96,9.85,131.64,7.44,14.13,53.3,16.2,76.3,17.6,26,92.12,9.55
2,6071001600,6133,San Bernardino,19.7,76.1,4.2,91.1,5.8,0.7,0.3,1.4,0.7,91761,Ontario,90.68,Yes,0.062,13.31,38.556,904.66,1.37,7494.236622,782.26,66.2,36,1.25,5,12,81.19,10,60.66,7.04,12.94,53.3,33.4,72.5,12.3,34.1,87.44,9.07
3,6019000200,3167,Fresno,21.5,72.5,6,63.6,5.3,18.9,0.6,9.8,1.8,93706,Fresno,85.97,Yes,0.062,15.4,47.445,681.2,3.03,12454.94841,576.52,22,30.25,0.2,0,2.5,71.16,8.76,142.12,10.16,14.96,42.3,16.7,86.8,16.1,40.1,94.58,9.81
4,6077000801,6692,San Joaquin,18.7,74.5,6.8,57.4,6,12.5,0.3,20.9,2.8,95203,Stockton,82.49,Yes,0.046,12.54,24.117,278.76,12.93,2387.782922,1305.01,50.1,132.1,0.795,19,27,74.48,9.17,142.17,6.23,14.72,40.8,15.3,61.3,19.6,21.1,86.7,8.99
5,6019001500,2206,Fresno,14.8,72.1,13.1,71.8,21.4,1.2,0.5,4.5,0.6,93725,Fresno,82.03,Yes,0.065,15.4,18.846,1000.24,3518.41,21790.70672,435.16,60,54.2,13.1,0,50.8,80.2,9.88,90.48,4.5,12.82,45.1,14.7,66.4,18.6,28.1,80.08,8.3
6,6037204920,2598,Los Angeles,15.3,74.5,10.2,98.1,1.2,0.1,0.1,0.2,0.3,90023,Los Angeles,80.73,Yes,0.046,12.89,56.52,714.48,0,39040.17995,2943.44,36.7,25,4.93,7,3.85,76.73,9.45,68.74,7.35,10.4,53.1,23.7,66.4,11.6,22,82.36,8.54
7,6077000300,2396,San Joaquin,16.7,69.8,13.5,51.8,16.4,16.4,1.3,9.9,4.1,95203,Stockton,80.18,Yes,0.046,13.44,21.76,278.76,172.49,707.5361575,885.52,89.7,149.05,0.135,14,2.3,68.27,8.41,169.56,8.36,12.7,46,27.1,76.2,14.4,24.3,91.94,9.53
8,6019001000,4106,Fresno,21,71.3,7.7,52.7,2.7,28.7,0.4,14.3,1.2,93706,Fresno,80.13,Yes,0.065,15.4,20.848,788.02,1435.93,6996.962409,243.54,15.45,20,0,0,10,66.88,8.24,142.28,7.83,14.96,47.4,15.8,74.5,20,31.8,93.79,9.73
9,6037206050,2146,Los Angeles,12.4,63.2,24.4,79.3,8.9,4.1,0.1,7.2,0.5,90023,Los Angeles,79.03,Yes,0.046,12.89,53.958,664.07,0,10378.23648,2810.82,36.05,16.25,10.025,7,22.1,77.09,9.5,58.03,6.71,7.24,50.4,35.7,75.7,28.5,31.7,80.25,8.32
10,6019000400,6343,Fresno,18.3,75.8,5.9,78,9.1,5.8,0.8,5.3,0.9,93721,Fresno,78.53,Yes,0.065,15.4,54.356,681.2,114.96,125383.892,815.36,15.95,13.5,0.755,0,0.5,73.89,9.1,107.8,4.79,14.75,52.5,13.7,83.4,23.5,23.2,83.2,8.63
11,6099002100,4165,Stanislaus,19.3,75.3,5.4,66.5,25.6,2.4,0.9,2.2,2.5,95354,Modesto,78.52,Yes,0.053,12.89,24.585,826.14,14.38,1033.797912,606.03,30,9.55,2.62,7,3.5,71.92,8.86,94.54,5.37,13.59,52.3,16,78.3,19.3,24.8,85.47,8.86
12,6029002500,9122,Kern,23.3,70.8,5.9,76.7,5.1,15.9,0.7,0.4,1.2,93307,Bakersfield,78.41,Yes,0.065,19.18,20.42,1041.62,3.47,49.70815719,675.16,42.4,46.25,10.26,0,13.6,70.64,8.7,89.83,6.28,11.77,41.3,14.9,73.8,28.5,26.8,86.9,9.01
13,6019000600,6161,Fresno,21.4,71,7.6,70.8,15.2,6.8,0.7,4.4,2.2,93721,Fresno,78.41,Yes,0.065,15.4,54.243,681.2,88.58,7030.451231,591.37,5.7,8,0.46,0,1.25,68.31,8.41,118.86,7.87,10.12,46.9,11.6,89.5,21.7,40.3,89.85,9.32
14,6019001201,5936,Fresno,20.7,73.1,6.2,83.1,5.1,3.7,0.7,6.6,0.8,93725,Fresno,78.05,Yes,0.065,15.4,27.565,681.2,0,19782.60168,347.88,98.65,71.8,4.275,0,20,70.73,8.71,89.51,5.28,12.74,52.3,22.9,70.7,20.1,31.2,86.39,8.96
15,6037205120,3618,Los Angeles,17.8,75,7.2,96.5,0.8,1,0.1,1.1,0.4,90023,Los Angeles,78.04,Yes,0.046,12.89,50.075,664.07,0,19178.66447,887.21,49.45,37.25,17.72,7,14.75,75.61,9.31,68.74,5.14,10.4,61.4,28.4,78.3,16.9,24.6,80.8,8.38
16,6019000902,5252,Fresno,23.6,70.2,6.2,57.9,1.5,21.3,0.3,17.7,1.3,93706,Fresno,77.65,Yes,0.065,15.4,47.943,681.2,683.81,25476.58305,170.75,12.1,3,0.01,0,4.25,64.75,7.98,142.28,9.24,14.96,53.8,27.1,77.5,21.8,21.1,93.89,9.74
17,6037291220,3353,Los Angeles,14.8,74.7,10.5,65.1,4.5,11.5,0.1,17,1.7,90247,Gardena,77.5,Yes,0.044,12.05,27.16,695.72,68.63,8937.64998,2467.25,17.4,65.55,0.855,18,3.45,79.99,9.85,66.49,6.54,8.87,31.4,23.1,53.4,8.9,37.3,75.85,7.87
18,6019001202,4756,Fresno,22.5,71.4,6.1,72.5,2.5,11.7,0.4,12.3,0.6,93725,Fresno,77.41,Yes,0.065,15.4,27.699,947.44,11.74,8837.26905,291.45,30.5,38.25,4.28,0,23,75.94,9.35,78.61,4.94,11.16,51.6,9.2,77.8,21.6,30.2,79.8,8.28
19,6019000800,964,Fresno,24.5,69.7,5.8,66.9,4,6.2,0.6,20.9,1.3,93706,Fresno,77.4,Yes,0.062,15.4,13.163,784.33,1031.87,7265.254475,127.2,22,15,0.1,0,7,65.5,8.07,142.28,8.9,14.96,44.3,13.6,76.5,18.5,26.8,92.51,9.59
20,6019000300,3609,Fresno,18.5,70.1,11.4,62.8,3.4,25.7,0.9,5.8,1.4,93706,Fresno,76.71,Yes,0.065,15.4,53.066,681.2,26.78,35783.10251,434.57,23.5,24,0.01,0,1,67.17,8.27,142.28,8.12,14.96,28.2,15.5,78.7,11.5,32,89.41,9.27
21,6037239202,4724,Los Angeles,19.7,75.5,4.8,82.6,0.7,16.1,0,0,0.6,90001,Los Angeles,76.04,Yes,0.046,12.47,26.33,782.48,0,4808.807974,930.42,145.8,29.85,0.485,0,15,66.16,8.15,91.39,7,12.62,51.4,17.1,76.3,13.6,38.7,89.98,9.33
22,6037226002,1604,Los Angeles,6.5,86.6,6.9,49.8,22.7,18.3,0.4,6.7,2.2,90021,Los Angeles,76.04,Yes,0.046,12.89,46.142,664.07,0,6139.175596,1929.83,57.35,22.3,8.24,7,30.3,76.54,9.43,149.88,5.71,8.24,38.7,26.6,65.3,11.1,24.2,77.77,8.07
23,6077000700,5269,San Joaquin,18.5,72.8,8.7,74.4,4,4.8,0.3,14.3,2.2,95206,Stockton,76.02,Yes,0.046,13.5,22.055,278.76,73.13,810.2517341,1022.65,74.75,102.6,0.1,14,13.55,70.73,8.71,123.86,4.25,13.58,55.8,28.8,79.5,16.5,31.9,84.14,8.73
24,6019000901,3151,Fresno,25.5,68.7,5.8,54.4,3.6,21.9,0.1,18.5,1.5,93706,Fresno,75.86,Yes,0.065,15.4,47.24,681.2,699.89,13674.44729,195.77,14.2,10,0,0,6,66.91,8.24,142.28,9.09,14.96,52.5,17.9,80.8,26.2,12.1,88.75,9.2
25,6077000100,3863,San Joaquin,13,75,12,51.9,17,15.2,1,11.9,3.1,95202,Stockton,75.54,Yes,0.046,13.53,19.735,278.76,18.64,629.2738636,495.25,60.7,96.85,0.15,14,7.5,65.16,8.03,176.3,6.53,10.87,36.3,20.2,86,30.8,36.5,90.75,9.41
26,6099002302,4010,Stanislaus,19.2,73.9,6.9,76.1,18.4,1.5,0.6,2.3,1.1,95351,Modesto,75.19,Yes,0.053,12.89,22.835,819.97,19.78,658.156468,910.22,1.9,7.8,1.085,7,1.75,66.29,8.16,95.77,5.42,15.79,58,19.9,73.5,24.1,31,88.8,9.21
27,6071004900,7590,San Bernardino,20.4,74.1,5.5,86.6,6.6,4.6,0.3,0.8,1,92410,San Bernardino,74.95,Yes,0.065,12.47,32.455,854.92,0,1111.567743,847.17,18.6,2,2.3,1,3.5,64.02,7.89,121.39,5.97,15.23,59,22.6,74,20,30.7,91.65,9.5
28,6037535400,3495,Los Angeles,19,76.4,4.6,86.4,1.1,11.9,0,0.1,0.5,90002,Los Angeles,74.46,Yes,0.044,12.05,25.04,777.35,0,5904.681637,1094.36,92.55,51.5,0.7,0,27.2,66.98,8.25,88.42,5.27,12.7,59.7,20.5,75.4,17.9,39.6,87.03,9.03
29,6019000700,3921,Fresno,17,72.7,10.3,61.7,4.2,29,0.5,2.8,1.8,93706,Fresno,74.16,Yes,0.062,15.4,19.621,681.2,20.94,7246.016392,438.28,19.5,9.5,0.075,0,8.25,64.75,7.98,142.18,9.84,14.94,39.2,15.3,65.6,11.5,29.2,89.65,9.3
30,6019007100,7904,Fresno,18.8,73.2,8,87.8,7.3,1.1,0.4,2.6,0.8,93662,Selma,73.78,Yes,0.065,15.82,15.227,651,388.51,735.6523341,543.06,27.4,33,0.425,0,9.1,69.12,8.51,101.34,5.92,11.65,56.6,24.1,71.2,15.3,17,83.56,8.67
31,6037243100,5350,Los Angeles,22.4,72.1,5.5,64.7,1.8,31.8,0.2,0.4,1,90059,Los Angeles,73.54,Yes,0.044,12.05,25.04,664.07,0,5852.275263,2521.07,25.25,12.15,0.555,0,3.7,62.55,7.7,105.29,9.99,11.72,60.8,16.5,76,15,35.9,92.04,9.54
32,6037543305,2666,Los Angeles,9.5,72.7,17.8,27.2,26.9,37.3,0.6,5.2,2.9,90220,Compton,73.54,Yes,0.042,11.63,31.198,383.1,36.2,6896.098953,1418.39,53,149.5,2.675,13,10.75,75.84,9.34,106.87,10,12.47,19.7,1.9,34.1,12.1,30.6,75.91,7.87
33,6071005701,2216,San Bernardino,14.2,61.3,24.5,59.3,19.2,11.9,1,6.7,1.9,92401,San Bernardino,73.28,Yes,0.065,12.05,38.37,571.38,0,707.1247544,747.98,50.8,2,2.5,1,6,61.85,7.62,131.79,8.97,18.3,42.2,31.8,89.3,17.4,19.8,92.74,9.62
34,6037204600,4101,Los Angeles,16.8,74,9.2,96.3,1.8,0.4,0.2,1.1,0.2,90023,Los Angeles,73.13,Yes,0.046,12.89,54.194,664.07,0,10365.37086,2937.84,3.75,8.3,1.7,7,4.55,69.56,8.57,73.07,5.81,9.25,53.4,24.9,71,14.9,33.7,82.3,8.53
35,6037227010,4662,Los Angeles,19.2,76.3,4.5,92.1,0.6,7.1,0.1,0,0.2,90011,Los Angeles,72.68,Yes,0.046,12.89,42.594,664.07,0,6136.500335,982.78,57.8,3.55,1.54,7,18.2,70.16,8.64,64.02,6.04,9.65,62.1,17.9,72.2,11.8,42.1,81.09,8.41
36,6099002301,7841,Stanislaus,20.6,74.8,4.6,74.4,15.6,2.4,0.7,5,2,95351,Modesto,72.39,Yes,0.053,12.89,17.546,1131.9,840.89,593.611198,1090.88,1.4,8.1,0.05,7,3.2,65.71,8.09,79.42,5.5,12.24,45.6,21,65.6,23.4,38.7,86.24,8.94
37,6077001900,5592,San Joaquin,18.5,72.4,9.1,74.1,7.7,10.9,0.5,4.5,2.4,95205,Stockton,71.89,Yes,0.046,13.61,20.703,592.21,17.93,582.0127436,824.07,17.5,68.1,0,13,11.25,66.76,8.22,94.01,5.1,12.91,53.5,21.7,75.5,15.6,26.2,84.3,8.74
38,6037206032,5275,Los Angeles,15.4,71.6,13,80.3,2,1.2,0.2,15.5,0.7,90033,Los Angeles,71.56,Yes,0.046,12.89,62.68,664.07,0,7806.44435,2658.05,78.5,15.55,1.105,7,6.5,75.09,9.25,95.89,4.17,10.33,42.7,32.8,69.2,8.2,37.2,74.61,7.74
39,6037226001,2068,Los Angeles,17.1,76.5,6.4,89.1,1.7,6.1,0.2,2.6,0.2,90021,Los Angeles,71.53,Yes,0.046,12.89,41.684,664.07,0,5941.164907,2289.68,55.6,4.6,3.55,7,24.7,73.35,9.03,87.25,6.16,9.3,59.2,33,79.3,4.1,24.2,76.34,7.92
40,6037239501,3454,Los Angeles,19.3,74.1,6.6,74.8,0.7,24,0,0.1,0.3,90001,Los Angeles,71.36,Yes,0.046,12.05,26.33,664.07,0,5153.308202,1289.16,22.7,14.5,0.675,0,4.75,62.84,7.74,72.52,7.41,10.79,50.4,22.5,72.2,17.6,35.8,88.89,9.22
41,6019002000,6369,Fresno,18.4,73.2,8.4,58.3,22.5,8.1,0.9,7.9,2.4,93728,Fresno,71.34,Yes,0.062,15.4,38.25,756.9,0.02,3657.292495,827.41,6.25,10.5,0.31,0,5,65.11,8.02,91.21,8.44,8.81,42.1,19.3,80.7,21.6,24.6,85.78,8.9
42,6077005119,6006,San Joaquin,19.3,75,5.7,29.8,22.5,10.1,0.3,33.1,4.3,95330,Lathrop,71.3,Yes,0.05,12.05,13.467,1050.74,1994.23,1144.795122,1088.07,34,290.05,3.01,11,14.55,80.1,9.87,65.67,6.3,10.67,18.4,13.9,34.7,11.3,18.8,69.68,7.23
43,6037203100,4839,Los Angeles,20.1,74,5.9,95.8,1,1.1,0.3,1.5,0.3,90033,Los Angeles,71.05,Yes,0.046,12.89,31.02,527.51,0,6735.289812,2969.91,9.8,41.3,0.66,6,5.5,69.75,8.59,76.55,5.17,8.65,57.7,26.8,76.1,14.9,36.4,79.75,8.27
44,6037530700,2213,Los Angeles,16.5,76,7.5,95.2,2.1,0.8,0.2,1.5,0.2,90063,Los Angeles,71.03,Yes,0.046,12.47,31.02,647.12,0,8000,1829.52,29.6,40,0.5,0,10,68.25,8.41,54.46,8,10.53,46.4,20.8,54.3,19,22.5,81.47,8.45
45,6073005000,2227,San Diego,17.3,76.2,6.5,90.3,5.4,1.8,0.2,1.4,0.9,92113,San Diego,70.91,Yes,0.038,11.21,110.8,228.07,0,1176.628601,1144.32,27.75,93.3,5.56,16,13.5,64.56,7.95,127.1,5.4,9.63,44.6,33.5,82.8,17.2,39.8,85.99,8.92
46,6037301601,6198,Los Angeles,8.7,75.8,15.5,18.9,66.8,1.2,0.1,8.3,4.7,91201,Glendale,70.91,Yes,0.053,12.05,25.934,904.35,0,1882.547416,2095.06,52.05,88.7,2.675,8,9.75,76.66,9.44,32.65,6.33,9.9,27.2,47.9,49.9,12.2,39.4,72.41,7.51
47,6037185320,3081,Los Angeles,13.6,76,10.4,90,3.7,0.6,0.2,5,0.6,90065,Los Angeles,70.89,Yes,0.046,12.89,28.12,535.03,0,3996.547625,1781.48,27.65,15.05,1.21,8,6.3,69.11,8.51,69.42,7.05,7.73,58,24.6,65.6,13.3,29.9,80.31,8.33
48,6037543202,4867,Los Angeles,19.4,75.1,5.5,73.6,0.9,23.5,0,1.1,0.8,90220,Compton,70.82,Yes,0.042,12.05,35.92,444.22,0,6626.914092,1641.48,20.9,63.5,1.25,6,6.2,67.46,8.31,110.81,5.2,12.82,48.2,8,62.9,14.8,42,82.19,8.52
49,6065030502,2220,Riverside,18.2,76.2,5.6,87.2,7.6,3.7,0.3,0.5,0.7,92507,Riverside,70.63,Yes,0.065,12.89,43.217,960.39,0,940.1426992,1545.2,24.95,26,1.025,0,2.6,70.88,8.73,61.55,6.69,9.04,59.9,17.9,64.8,17.3,18.2,78.01,8.09
50,6071012500,4268,San Bernardino,19.2,72.6,8.2,87.7,6.7,3.3,0.4,0.8,1.1,92324,Colton,70.61,Yes,0.065,12.47,29.033,671.64,0,800.1737046,1617.04,40.15,3,0.21,1,15.25,65.65,8.09,95.84,7.47,16.38,40.5,14,70,7.3,27.5,84.2,8.73
51,6037531302,6709,Los Angeles,19.9,73.9,6.2,98.1,1.1,0.2,0.1,0.1,0.4,90023,Los Angeles,70.59,Yes,0.046,12.47,56.52,640.73,0,58357.83013,3299.97,46.65,11.9,1.38,7,2.5,72.5,8.93,55.5,5.19,8.58,62.2,38,65.6,14.4,36.1,76.22,7.9
52,6019001301,5653,Fresno,18.6,74.2,7.2,84.9,5.9,2.5,0.6,5.2,0.8,93702,Fresno,70.56,Yes,0.065,15.4,24.31,681.2,0.29,5811.241525,562.71,8,14,0.135,0,0,58.65,7.22,119.79,6.59,17.15,62.8,25.4,82.7,20.3,29.8,94.19,9.77
53,6019002502,5431,Fresno,24.3,71,4.7,66.6,5.2,3.6,0.5,22.4,1.8,93702,Fresno,70.56,Yes,0.065,15.4,43.346,681.2,0,2492.474237,1119.37,0,8,0.01,0,5,57.28,7.06,115.44,7.2,16.4,62.4,28,87.5,23.1,37.2,96.43,10
54,6037402801,5170,Los Angeles,21.5,75.1,3.4,92.5,2.9,1.8,0.1,2,0.6,91766,Pomona,70.39,Yes,0.057,12.89,22.902,863.72,0,7176.500215,648.27,29.5,5,1.05,1,28,66.62,8.21,66.33,6.36,9.77,57.1,25.6,71.8,11.6,33.5,82.72,8.58
55,6019001304,5796,Fresno,21.3,71.8,6.9,60.2,3.5,9,0.8,25.2,1.4,93702,Fresno,70.21,Yes,0.065,15.4,24.31,681.2,0.2,8703.269449,365.32,10.15,19,0.3,0,1,61.92,7.63,116.56,6.17,16.69,48.2,11.6,81.4,22.1,24.8,88.76,9.2
56,6077002201,2771,San Joaquin,19.5,71.8,8.7,67.1,2.9,24.5,0.3,2.8,2.4,95206,Stockton,70.16,Yes,0.046,12.85,21.699,278.76,27.13,763.4048111,318.32,14.05,11.8,0.175,10,9.75,59.19,7.29,128.15,9.28,14.74,48.3,22.6,68.3,15,26.6,92.79,9.62
57,6037532304,3987,Los Angeles,14.6,76.5,8.9,87.8,5.9,3.6,0.7,1.3,0.6,90040,Los Angeles,69.97,Yes,0.046,12.05,26.108,613.11,0,12105.33825,1825.61,68.65,91.4,3.47,11,28,75.95,9.35,56.67,5.29,10.24,42,22.3,47.7,12.6,21.4,72.12,7.48
58,6019001303,2888,Fresno,20.9,74.6,4.5,64.4,3.9,4.3,1.2,25.7,0.6,93702,Fresno,69.96,Yes,0.065,15.4,24.31,681.2,0,15053.03477,347.82,4.65,17,0.625,0,1,58.94,7.26,98.82,7.93,14.14,63.9,23.5,92.1,13,31.2,92.93,9.64
59,6029002200,6537,Kern,23.8,71.4,4.8,75.8,3.3,19.2,0.3,0.3,1,93307,Bakersfield,69.89,Yes,0.065,19.6,25.57,593.77,0,38.46174593,583.48,15.2,16,7.245,0,5.2,58.57,7.21,89.83,8.2,11.77,62,20.1,80.6,35.4,36.7,93.42,9.69
60,6037205110,3766,Los Angeles,20.4,76.2,3.4,98.5,1.1,0.1,0.1,0.1,0.2,90023,Los Angeles,69.85,Yes,0.046,12.89,42.82,664.07,0,14659.83047,974.3,20.15,4.75,9.06,7,8.1,70.49,8.68,68.74,5.45,10.4,70.2,42.7,78.8,5.5,37,77.58,8.05
61,6037570502,6616,Los Angeles,17,76.9,6.1,54.8,11,13.9,0.3,17.7,2.3,90805,Long Beach,69.77,Yes,0.042,11.63,24.22,220.01,7,6181.981699,1191.12,14,78,1.755,7,8.5,66.97,8.25,87.58,7.45,10.71,37.1,13.3,45.2,15.8,22.4,81.55,8.46
62,6037291210,4967,Los Angeles,14.7,75,10.3,62.6,5.6,13.5,0.1,16.5,1.6,90247,Gardena,69.62,Yes,0.044,12.05,27.173,695.9,26.86,7007.6189,2498.31,27.4,72.55,1.545,0,14.45,75.52,9.3,70.23,6.18,9.31,24.8,19,53,9.1,22.4,72.17,7.48
63,6037219901,5234,Los Angeles,17.9,77.3,4.8,79.8,2.2,16,0.1,0.6,1.2,90016,Los Angeles,69.47,Yes,0.046,12.05,24.45,664.07,0.07,2007.831902,3125.62,3.1,7.05,0.21,9,3.5,63.59,7.83,100.42,6.1,9.96,44.7,23.7,74.8,12.6,37.9,85.52,8.87
64,6037534202,5790,Los Angeles,19.2,77.3,3.5,95.6,3,0.7,0.1,0.3,0.2,90201,Bell,69.37,Yes,0.046,12.05,16.885,478.95,38.62,8608.657111,713.01,8.7,16.25,0.45,10,3.7,65.64,8.08,48.15,6.44,10.08,60,27,75.4,17.1,34.4,82.73,8.58
65,6037540400,2384,Los Angeles,20.3,75.8,3.9,80.8,0.9,16.4,0.3,0.9,0.8,90059,Los Angeles,69.24,Yes,0.044,12.05,25.04,671.58,0,5968.050135,2333.93,67.85,18.3,0.985,0,9,66.07,8.14,90.58,4.68,10.34,56.1,22.9,80.2,18.3,33.8,82.03,8.51
66,6065046700,4442,Riverside,18.3,64.8,16.9,55.6,24,14.6,0.2,3.2,2.4,92518,March Air Reserve Base,69.15,Yes,0.065,12.89,15.573,859.76,0.03,604.8258591,1258.41,28.2,181.5,0.455,0,4.9,67.53,8.32,66.89,6.75,10.66,32.1,8.5,67.8,21.3,24.4,80.16,8.31
67,6029002301,9743,Kern,19.6,73.1,7.3,85,9.4,3.4,0.5,0.9,0.9,93307,Bakersfield,69.08,Yes,0.065,19.6,25.148,801.86,1.42,22.92078576,509.04,14.75,8.7,0.975,0,6.5,62.04,7.64,86.67,6.29,11.35,49.4,12.9,76.3,21.8,31.2,87.17,9.04
68,6071002501,5840,San Bernardino,16.8,77.4,5.8,88.5,7.6,1.8,0.1,1.4,0.7,92335,Fontana,68.99,Yes,0.065,13.31,29.312,516.07,22.12,5424.081436,1666.33,5.7,3,5.475,0,6,69.99,8.62,69.46,6.02,12.25,45,13.7,50,10.4,22.5,77.17,8
69,6019008502,7929,Fresno,21.3,74.1,4.6,97.5,1.5,0.1,0.1,0.5,0.2,93648,Parlier,68.98,Yes,0.065,16.24,9.162,697.42,3880.18,1549.949899,293.05,10,5,5,0,2,61.45,7.57,102.83,5.83,13.81,54.6,30.2,74.7,18.7,20.6,87.87,9.11
70,6019000502,3606,Fresno,20.5,70.8,8.7,71.5,13.9,5.9,0.5,6.9,1.3,93701,Fresno,68.97,Yes,0.065,15.4,54.397,681.2,5.16,3938.730359,982.2,0,0,0.4,0,0.5,60.47,7.45,124.96,8.32,11.31,52,24.3,80.7,13.4,21.6,89.3,9.26
71,6037242100,2714,Los Angeles,24.5,72.1,3.4,66.6,0.4,31.4,0.1,0.4,1,90002,Los Angeles,68.88,Yes,0.044,12.05,25.04,771.74,0,5842.945149,832.63,48.55,22.75,0.625,0,15.5,64.04,7.89,88.42,5.87,12.7,52.7,4.8,87.2,16.9,39.3,84.2,8.73
72,6037203500,3064,Los Angeles,16.2,74.5,9.3,85.1,2.4,0.8,0.2,10.7,0.9,90033,Los Angeles,68.82,Yes,0.046,12.89,62.68,512.69,0,6863.580217,3513.85,81.2,37.85,2.36,7,5.5,74.55,9.18,95.93,4.36,10.33,40.7,21.6,56.5,11.2,21.2,72.27,7.49
73,6037302401,5944,Los Angeles,9.8,75.5,14.7,37.3,41.2,1.9,0.1,17,2.5,91204,Glendale,68.65,Yes,0.051,12.05,24.86,900.64,0,2433.697267,805.67,37.2,25.5,1.76,5,15.5,70.33,8.66,67.93,5.78,9.85,24.4,39.1,49.4,11,31.8,76.41,7.92
74,6037204820,2274,Los Angeles,16.8,71.6,11.6,97.9,0.8,0,0.3,0.9,0.1,90023,Los Angeles,68.47,Yes,0.046,12.89,52.087,664.07,0,20285.50989,3666.72,18,9,3.745,7,2,72.29,8.9,68.74,5.71,10.4,58.4,25,50.7,6.1,26.9,74.15,7.69
75,6037532302,4707,Los Angeles,16.2,74.1,9.7,95.8,2.5,0.7,0.3,0.5,0.3,90023,Los Angeles,68.3,Yes,0.046,12.47,55.371,504.43,0,75486.33394,2580.34,125.8,46.75,2.465,7,3.75,73.98,9.11,61.9,4.51,10.9,52.3,19.4,60.2,14.2,19.8,72.27,7.49
76,6073004900,5028,San Diego,17.3,75.1,7.6,90.4,3.4,4.7,0.1,0.7,0.7,92113,San Diego,68.27,Yes,0.038,11.21,110.8,228.07,0,606.425948,1565.15,18.4,82.8,4.32,7,12.45,62.39,7.68,127.1,5.61,9.63,54.1,28.1,72.6,14.6,36.4,85.66,8.88
77,6037229420,4729,Los Angeles,19.7,76.6,3.7,87.4,0.3,11.4,0.1,0.1,0.6,90011,Los Angeles,68.25,Yes,0.046,12.89,26.33,783.05,0,4903.856805,974.32,119.05,16.75,0.375,0,8.75,65.41,8.06,61.02,6.91,9.26,57.8,22.5,71.3,10.9,41.5,81.69,8.47
78,6099002200,6223,Stanislaus,19.7,73.5,6.8,67.5,18.3,4.2,0.7,7.5,1.9,95351,Modesto,68.22,Yes,0.053,12.89,23.585,826.14,0,615.9232707,953.39,9.25,13.1,0.15,7,0,59.04,7.27,92.45,5.84,15.11,47.4,20.7,76.4,19.5,42.7,90.45,9.38
79,6073003902,4927,San Diego,18.8,75.8,5.4,88.7,2.9,6.3,0.2,1.1,0.6,92113,San Diego,67.79,Yes,0.038,11.21,58.557,228.07,0,4415.764498,1208.22,7.55,29.25,7.115,15,17.5,62.77,7.73,127.1,4.96,9.63,59.9,35.4,76.6,20.7,32.1,84.54,8.77
80,6037239701,4261,Los Angeles,20.6,74.1,5.3,76.8,0.7,21.5,0.1,0.3,0.7,90003,Los Angeles,67.77,Yes,0.046,12.05,25.97,664.07,0,4785.991331,4775.03,7.55,1.5,0.5,0,1.5,56.75,6.99,95.56,8.41,13.17,54.7,27.1,79.2,13.2,47.2,93.48,9.69
81,6077002300,5020,San Joaquin,19.6,71.3,9.1,78.7,3.3,6.9,0.3,9.1,1.7,95206,Stockton,67.75,Yes,0.046,13.09,21.68,278.76,1.06,845.7725384,367.83,16.4,38.35,0.02,16,8,57.91,7.13,128.15,5.59,14.74,58.3,30,74.9,18,39,91.6,9.5
82,6037570301,7330,Los Angeles,17.5,78,4.5,64.5,7.1,17.7,0.2,8.9,1.6,90805,Long Beach,67.72,Yes,0.042,12.05,29.03,220.01,4.42,6085.244937,1554.95,9.1,8.55,2.035,7,1.75,62.12,7.65,87.56,7.08,10.71,49.9,15.9,52.6,14.8,30.7,85.33,8.85
83,6071012400,3617,San Bernardino,17.1,75.1,7.8,80.7,8.9,6,0.2,3.5,0.7,92408,San Bernardino,67.63,Yes,0.065,12.05,41.058,877.97,0,644.3547829,1493.05,22.65,4.5,0.445,1,7.5,67.32,8.29,96.15,5.48,13.33,36.5,9.9,57.9,16,19.3,78.64,8.16
84,6037128302,4688,Los Angeles,15,79.7,5.3,77.8,13,3.9,0.2,3.6,1.4,91411,Van Nuys,67.55,Yes,0.055,11.21,25.49,618.05,0,817.4485361,1595.64,0.25,14,0.27,7,8.5,60.55,7.46,66.93,7.47,12.2,38.3,23,71.6,12.8,40.7,87.34,9.06
85,6037242700,5273,Los Angeles,20.1,74.6,5.3,72.3,0.4,25.7,0.1,0.4,1.1,90059,Los Angeles,67.52,Yes,0.044,12.05,25.04,628.08,0,5725.469925,2101.41,4.85,9.5,0.15,6,1.2,58.5,7.21,88.01,7.7,10.5,48.8,17.5,85.5,20.4,40.1,90.36,9.37
