Location,Species,Site,Net Photosynthesis,Respiration,Gross Photosynthesis,Pg:R ratio,Symbiodinaceae density,Chlorophyll concentration,Surface area
Ambitle,Heliopora coerulea,Vents,0.860319356,-0.805302025,1.665621381,2.068318878,135738.1907,5.263576121,5.994
Ambitle,Heliopora coerulea,Vents,0.547230461,-0.821730662,1.368961123,1.665948694,2448538.157,19.19028545,6.347
Ambitle,Heliopora coerulea,Vents,0.384526686,-1.0559653,1.440491986,1.364147085,1484506.053,11.11715351,6.808
Ambitle,Heliopora coerulea,Vents,0.672456626,-0.853222238,1.525678864,1.788137716,2491064.986,11.98570503,5.332
Ambitle,Heliopora coerulea,Vents,0.76898,-0.573879202,1.342859202,2.339968407,255205.8781,4.03397452,4.122
Ambitle,Dipsastraea pallida,Vents,0.099315371,-0.852245624,0.951560995,1.116533741,2363371.175,47.96487251,2.888
Ambitle,Dipsastraea pallida,Vents,0.087924686,-0.66002572,0.747950406,1.13321403,1992593.208,20.59430477,6.455
Ambitle,Dipsastraea pallida,Vents,0.099315371,-0.987054242,1.086369613,1.100617947,1669065.82,30.57326516,4.231
Ambitle,Dipsastraea pallida,Vents,0.043461626,-0.589592045,0.633053671,1.073714743,1796678.315,26.13561061,6.005
Ambitle,Dipsastraea pallida,Vents,0.089358641,-1.042222196,1.131580837,1.08573857,2265452.149,43.93494328,11.717
Ambitle,Dipsastraea pallida,Vents,0.055749704,-0.636955046,0.69270475,1.087525335,2731636.517,38.62776391,14.592
Ambitle,Dipsastraea pallida,Vents,0.099315371,-1.077964232,1.177279603,1.092132344,1960963.748,40.456447,2.142
Ambitle,Dipsastraea pallida,Vents,0.114111439,-0.897610342,1.011721781,1.127128035,2992507.144,46.9165679,12.91
Ambitle,Dipsastraea pallida,Vents,0.099315371,-0.835568626,0.934883997,1.118859622,1899044.645,39.14674118,4.133
Ambitle,Dipsastraea pallida,Vents,0.205286126,-0.445712641,0.650998767,1.460579546,2492500.569,51.00534474,4.423
